Brand,Km_Driven,Fuel,Owner,Selling_Price
BMW,75338,CNG,Third Owner,463211
Kia,100151,Petrol,First Owner,176511
Jeep,79517,Petrol,Forth & Above Owner,314841
Hyundai,80743,Petrol,Second Owner,377966
Honda,100749,Diesel,First Owner,249154
Toyota,168169,Diesel,Forth & Above Owner,142556
Mahindra,155954,CNG,Second Owner,371934
Jeep,128598,Diesel,Forth & Above Owner,235630
Volkswagen,109298,Petrol,Third Owner,476196
Volkswagen,24871,Petrol,Forth & Above Owner,182251
Jeep,57748,Petrol,First Owner,424072
TATA,64503,CNG,Third Owner,392499
Jaguar,55188,Diesel,First Owner,256425
Fiat,137597,LPG,Second Owner,485885
Skoda,110297,Petrol,First Owner,113600
Fiat,101025,Diesel,Forth & Above Owner,126784
Volvo,15512,LPG,First Owner,335749
Honda,9808,LPG,Forth & Above Owner,226747
Audi,115437,LPG,Forth & Above Owner,177892
TATA,178814,LPG,Second Owner,307172
Mahindra,65483,CNG,Second Owner,449869
Audi,43403,CNG,Second Owner,472035
Fiat,92036,LPG,Second Owner,441852
BMW,78879,Diesel,Forth & Above Owner,400513
Jeep,135781,Diesel,Forth & Above Owner,460857
TATA,83460,Petrol,Third Owner,404902
Jaguar,93816,Petrol,Second Owner,263649
Toyota,72107,Diesel,Second Owner,411264
Hyundai,180259,LPG,Second Owner,469966
Mercedes,47505,CNG,First Owner,158630
Volvo,20458,LPG,Forth & Above Owner,202360
Honda,31525,CNG,Third Owner,131651
TATA,42018,Petrol,Forth & Above Owner,270960
Audi,137129,Petrol,Third Owner,262522
TATA,154716,CNG,Third Owner,206223
TATA,54011,CNG,Second Owner,124764
BMW,103194,Petrol,First Owner,123608
Toyota,14697,Petrol,Third Owner,449487
TATA,19896,CNG,First Owner,273047
TATA,131270,CNG,Forth & Above Owner,291919
Skoda,186807,Petrol,Second Owner,498697
Skoda,117414,CNG,Second Owner,418378
Mercedes,169367,CNG,Third Owner,347370
Kia,151601,LPG,First Owner,372242
BMW,111279,LPG,Third Owner,261255
Volvo,110577,CNG,Second Owner,329317
Kia,116054,CNG,First Owner,160934
Mahindra,106741,Diesel,First Owner,147389
Volvo,169373,Diesel,Third Owner,213868
Volkswagen,193702,Petrol,Forth & Above Owner,497537
Jeep,170806,Diesel,Forth & Above Owner,146005
Mahindra,156507,LPG,Second Owner,273923
Jeep,36100,CNG,First Owner,107279
Fiat,110594,Petrol,Third Owner,390954
Toyota,137811,LPG,Third Owner,321059
Jaguar,176184,Diesel,First Owner,232214
Mahindra,25954,Diesel,Forth & Above Owner,243748
Skoda,163726,Petrol,First Owner,369693
Mahindra,55871,CNG,Second Owner,356022
Mahindra,183763,Petrol,First Owner,375993
Mahindra,184064,Diesel,Third Owner,405804
BMW,174711,Diesel,Third Owner,109097
Jaguar,128036,Petrol,Forth & Above Owner,308470
Jeep,151725,LPG,First Owner,130842
Volvo,58609,LPG,Third Owner,361708
Jaguar,49846,CNG,Second Owner,269126
Skoda,147132,LPG,Third Owner,147027
Kia,193244,CNG,First Owner,233877
Toyota,174389,LPG,Second Owner,355665
Skoda,149848,CNG,Second Owner,287254
Volvo,45229,Petrol,Second Owner,412104
Toyota,117652,LPG,Second Owner,479991
BMW,196753,LPG,First Owner,475890
Jeep,133465,Petrol,First Owner,297381
Jaguar,107263,LPG,Forth & Above Owner,472099
Volvo,150351,CNG,Third Owner,461819
Hyundai,76237,Diesel,Second Owner,197765
Skoda,31324,Petrol,Forth & Above Owner,211878
Volkswagen,87568,CNG,Third Owner,144101
Volvo,98639,CNG,Forth & Above Owner,331895
Hyundai,194865,Diesel,Third Owner,246903
Honda,172195,CNG,Second Owner,337088
Hyundai,9896,CNG,Second Owner,488434
Mahindra,120853,Petrol,Forth & Above Owner,334683
Honda,117655,Petrol,First Owner,270040
Toyota,145867,Petrol,Second Owner,269439
Toyota,23193,Petrol,First Owner,379619
Kia,68233,CNG,Forth & Above Owner,211024
Hyundai,99584,CNG,First Owner,224743
Mercedes,100740,CNG,Third Owner,118341
Volkswagen,94700,CNG,First Owner,109730
BMW,87788,Petrol,First Owner,158783
Fiat,86408,CNG,Forth & Above Owner,243842
Kia,135337,LPG,Third Owner,216271
Mercedes,77680,LPG,Second Owner,239840
Skoda,94327,Diesel,Third Owner,124768
Skoda,28801,Diesel,Second Owner,268544
Jaguar,54246,CNG,Forth & Above Owner,107072
Jeep,109358,CNG,Third Owner,290963
Skoda,38223,CNG,Forth & Above Owner,123699
Mahindra,46372,Petrol,Third Owner,288799
TATA,49300,LPG,Forth & Above Owner,273998
Volvo,51070,CNG,First Owner,223234
Honda,188743,CNG,Third Owner,109648
Honda,42994,Diesel,Second Owner,489503
Toyota,184621,Diesel,Second Owner,104995
Honda,85090,Petrol,First Owner,380826
Skoda,177734,Petrol,Second Owner,437189
BMW,22280,LPG,Third Owner,115458
Jaguar,31896,Petrol,Third Owner,256390
Volkswagen,62618,LPG,First Owner,268831
Jaguar,28625,CNG,Second Owner,306020
Hyundai,30214,CNG,Second Owner,334702
Jeep,28194,Petrol,Forth & Above Owner,178566
Mahindra,134509,Petrol,Second Owner,268429
Skoda,151030,Diesel,First Owner,472429
Volkswagen,184284,Petrol,Second Owner,364393
TATA,29581,Diesel,Forth & Above Owner,302349
Audi,28692,Diesel,Third Owner,167645
Toyota,20685,CNG,Second Owner,446149
BMW,53441,Diesel,Third Owner,148516
Audi,181168,Petrol,Third Owner,204980
Toyota,22408,CNG,First Owner,219880
Volkswagen,186625,Petrol,First Owner,136199
Volvo,129020,Petrol,Third Owner,462120
Skoda,163035,Diesel,Third Owner,125441
BMW,158118,LPG,Second Owner,270792
Mercedes,24047,CNG,Third Owner,199592
Skoda,157715,Diesel,First Owner,483968
Fiat,31488,Petrol,Forth & Above Owner,294340
TATA,160293,CNG,Third Owner,180007
Honda,123330,Petrol,Second Owner,240629
Honda,73597,Diesel,First Owner,181827
Honda,83576,LPG,Forth & Above Owner,445070
Audi,166777,Diesel,Second Owner,437005
Mercedes,41045,Petrol,First Owner,447702
BMW,173972,CNG,Forth & Above Owner,300714
Volvo,143564,CNG,Third Owner,370361
Mahindra,77870,Petrol,Forth & Above Owner,161098
Fiat,150318,Diesel,Third Owner,263948
Honda,183193,Diesel,Second Owner,201548
Jeep,25254,Diesel,Forth & Above Owner,461449
Audi,189278,Petrol,Third Owner,270748
Fiat,35688,Diesel,First Owner,165961
Hyundai,86317,CNG,Third Owner,265661
BMW,25726,LPG,Second Owner,247798
Audi,184056,Petrol,Second Owner,258328
Volvo,37000,Diesel,Forth & Above Owner,286009
Audi,9397,Diesel,Forth & Above Owner,165213
TATA,161460,LPG,First Owner,191210
Mercedes,196146,LPG,Second Owner,372039
Fiat,188810,Petrol,Forth & Above Owner,344792
BMW,157208,CNG,First Owner,380385
Jeep,65101,Petrol,Forth & Above Owner,362476
Audi,199607,CNG,Forth & Above Owner,140673
Skoda,143263,Diesel,Second Owner,253622
Audi,88073,Diesel,Second Owner,331649
BMW,56404,LPG,Forth & Above Owner,210328
Jaguar,152796,LPG,Second Owner,229523
Hyundai,180156,LPG,Second Owner,384025
Honda,190403,CNG,First Owner,128795
Mercedes,91660,CNG,Third Owner,113566
TATA,15132,LPG,Forth & Above Owner,414918
Skoda,195480,LPG,First Owner,308418
Volkswagen,98127,LPG,Second Owner,409789
Volkswagen,194555,Petrol,Second Owner,418684
Mercedes,45740,CNG,First Owner,373088
Kia,103130,Diesel,Third Owner,475364
Jaguar,48217,Diesel,Second Owner,406204
Skoda,38280,LPG,Second Owner,357490
BMW,79802,Petrol,Third Owner,484449
Hyundai,134363,LPG,First Owner,383075
Kia,117059,Diesel,Third Owner,237223
Honda,121626,LPG,Third Owner,260804
Jeep,29667,LPG,Second Owner,460801
Hyundai,14981,Diesel,Forth & Above Owner,236663
Honda,135537,LPG,First Owner,446643
TATA,131620,Petrol,Forth & Above Owner,260413
Volkswagen,160894,Petrol,Second Owner,162196
Volvo,94229,CNG,Second Owner,106472
Jeep,25149,Diesel,Second Owner,145076
Jeep,113735,Petrol,Forth & Above Owner,125685
Volvo,76214,Diesel,Second Owner,265123
Fiat,100561,Diesel,Third Owner,383983
BMW,166865,LPG,Forth & Above Owner,468626
Jaguar,34664,CNG,Forth & Above Owner,384950
Volkswagen,54133,Diesel,Forth & Above Owner,431270
Honda,158831,LPG,Second Owner,144070
Mercedes,152948,Petrol,Forth & Above Owner,345296
Kia,98343,LPG,First Owner,244361
Jeep,82449,LPG,Second Owner,156309
Volkswagen,107264,LPG,Second Owner,441608
Skoda,162812,Petrol,First Owner,136701
Skoda,149359,Diesel,Forth & Above Owner,319366
Hyundai,115182,CNG,Second Owner,150528
Toyota,130840,Diesel,First Owner,466964
Volkswagen,8170,Petrol,Second Owner,318868
Volkswagen,48103,LPG,Forth & Above Owner,101313
Honda,43719,Diesel,Forth & Above Owner,137020
Toyota,70304,CNG,Third Owner,397370
Skoda,41122,LPG,Third Owner,237651
Volvo,6222,CNG,Forth & Above Owner,139433
Fiat,88705,LPG,Forth & Above Owner,272265
Fiat,132576,Diesel,Third Owner,397378
Mahindra,143559,Diesel,Third Owner,172639
TATA,83622,Diesel,Second Owner,486651
Mahindra,22330,CNG,Forth & Above Owner,478712
Volvo,65917,CNG,Second Owner,482438
Honda,135906,Petrol,First Owner,431629
Jaguar,160607,LPG,First Owner,275925
Volkswagen,179155,Diesel,First Owner,284132
Audi,173741,Diesel,Third Owner,191067
Mercedes,199773,Petrol,Third Owner,223103
Volvo,9105,CNG,Forth & Above Owner,117147
Skoda,87308,LPG,Second Owner,328185
Audi,184084,Petrol,Second Owner,266782
Toyota,10473,Diesel,Forth & Above Owner,459097
Fiat,140121,Diesel,First Owner,207189
BMW,129352,Diesel,First Owner,393782
Skoda,32816,Diesel,Forth & Above Owner,119299
Mahindra,106172,CNG,Third Owner,452892
Volkswagen,92829,Petrol,Second Owner,478855
Mercedes,196323,CNG,First Owner,183464
Jeep,55418,Diesel,Third Owner,313570
TATA,115963,Petrol,Second Owner,150433
Mercedes,22368,LPG,Forth & Above Owner,329377
Jeep,177289,Petrol,Forth & Above Owner,247389
Honda,7777,Diesel,Forth & Above Owner,150152
Honda,13462,Diesel,Third Owner,347433
Volvo,112168,LPG,First Owner,272149
Mercedes,161682,Petrol,Second Owner,113965
Volkswagen,68857,Diesel,Third Owner,483025
Volkswagen,180352,LPG,Second Owner,236033
Toyota,194483,CNG,Third Owner,120299
Audi,129995,CNG,Second Owner,425532
Honda,151057,LPG,First Owner,210735
Fiat,165787,Petrol,Third Owner,274111
Skoda,131044,Diesel,Forth & Above Owner,465046
Fiat,130503,Diesel,Third Owner,368867
Volkswagen,100992,Diesel,First Owner,298007
Volvo,190811,LPG,Forth & Above Owner,108083
Hyundai,10502,LPG,Second Owner,127684
Volvo,38057,CNG,Forth & Above Owner,284458
Fiat,32057,Petrol,Second Owner,419961
Skoda,167918,CNG,Forth & Above Owner,279250
Jaguar,10971,Diesel,First Owner,456525
Kia,19766,LPG,First Owner,129000
Mahindra,195660,LPG,Forth & Above Owner,137369
Skoda,68986,CNG,Forth & Above Owner,309245
BMW,143449,Diesel,Third Owner,290888
Toyota,138935,Diesel,First Owner,104493
TATA,192672,Petrol,First Owner,196119
Kia,132178,Petrol,First Owner,362994
Kia,61402,LPG,Forth & Above Owner,264139
Mercedes,153436,LPG,First Owner,270853
Skoda,39230,Petrol,First Owner,340880
Honda,137040,Petrol,First Owner,284146
BMW,95476,LPG,Second Owner,439552
Kia,69206,LPG,Third Owner,376280
Mercedes,151392,LPG,Third Owner,224462
Mercedes,35840,LPG,First Owner,261198
Jaguar,56560,LPG,Second Owner,337331
Jeep,100585,Petrol,Third Owner,163535
Volkswagen,36162,CNG,Third Owner,364069
Volvo,157830,Petrol,First Owner,117367
Honda,63699,CNG,First Owner,251825
Kia,141784,Diesel,Forth & Above Owner,276030
Mercedes,73253,CNG,Third Owner,432240
Hyundai,132634,LPG,Third Owner,380385
Fiat,69247,Petrol,First Owner,179336
Toyota,19514,Petrol,Second Owner,419104
Mercedes,137756,Diesel,First Owner,447547
Toyota,33675,Diesel,Third Owner,404335
Mahindra,87142,LPG,Third Owner,117055
Honda,107973,Diesel,Third Owner,191844
Audi,174055,Diesel,Third Owner,324304
Volvo,7432,Diesel,Third Owner,337750
Volkswagen,123018,Petrol,Second Owner,488599
Skoda,125428,LPG,First Owner,457935
BMW,113048,CNG,Forth & Above Owner,444698
Audi,139076,Petrol,Third Owner,427216
BMW,91277,Petrol,First Owner,335547
Volvo,54763,LPG,Second Owner,275100
Hyundai,143965,CNG,Forth & Above Owner,290882
Volkswagen,163685,Diesel,Third Owner,428664
Skoda,103155,Petrol,First Owner,402505
Honda,68914,Petrol,Second Owner,208104
Volvo,108269,Diesel,Third Owner,265099
Mercedes,56392,LPG,Third Owner,185226
Fiat,137948,CNG,Forth & Above Owner,329493
Fiat,57448,CNG,Second Owner,125457
Volvo,191716,CNG,First Owner,343322
BMW,53397,LPG,Second Owner,364225
Fiat,37978,Diesel,Second Owner,148923
TATA,159182,LPG,First Owner,162084
Hyundai,174090,CNG,Third Owner,451941
TATA,155995,CNG,Second Owner,129204
Honda,17937,CNG,First Owner,320901
Audi,51241,CNG,First Owner,356652
Toyota,182775,Diesel,Forth & Above Owner,488829
Volkswagen,5787,LPG,Third Owner,144633
Mercedes,161265,LPG,Second Owner,208251
Jeep,27515,Diesel,Second Owner,457121
Hyundai,114392,Petrol,Forth & Above Owner,232036
Audi,18264,LPG,Second Owner,404890
Kia,50201,LPG,Third Owner,190824
Kia,152191,Diesel,Forth & Above Owner,421570
Toyota,155930,LPG,Forth & Above Owner,141263
Honda,193876,LPG,Second Owner,138047
Toyota,21830,Petrol,Second Owner,435137
Mahindra,57594,Petrol,First Owner,314845
Kia,164669,Petrol,Second Owner,403499
Fiat,182355,Diesel,Forth & Above Owner,430389
Fiat,77543,LPG,First Owner,493045
Hyundai,173397,Petrol,Third Owner,349251
Kia,146223,Petrol,Forth & Above Owner,343074
BMW,173706,CNG,Forth & Above Owner,334799
Toyota,86593,CNG,Forth & Above Owner,291716
Skoda,108878,Petrol,First Owner,498409
Mahindra,85448,LPG,Second Owner,361564
Skoda,195899,Diesel,Forth & Above Owner,262990
Volkswagen,80858,Petrol,Second Owner,304517
Skoda,46111,Diesel,Third Owner,142987
Kia,127843,Petrol,Second Owner,352664
Honda,138275,Petrol,Third Owner,409827
Kia,7053,LPG,Forth & Above Owner,295727
BMW,12515,LPG,Third Owner,410911
TATA,116847,Diesel,Second Owner,228587
Skoda,176361,LPG,Second Owner,137646
Volkswagen,78647,CNG,First Owner,318375
Volkswagen,196142,LPG,Third Owner,395147
TATA,154442,Diesel,Third Owner,366019
Mercedes,130337,Petrol,Second Owner,220315
Kia,88389,Diesel,Forth & Above Owner,358919
Kia,129874,CNG,Third Owner,205024
Toyota,76002,LPG,Second Owner,402309
BMW,23815,Petrol,Second Owner,137852
Mercedes,151257,CNG,First Owner,454340
Mercedes,146739,Diesel,Forth & Above Owner,139319
Mercedes,50770,Diesel,Third Owner,343782
Volvo,185645,Diesel,Forth & Above Owner,258774
Hyundai,23624,Diesel,Forth & Above Owner,407465
TATA,89718,LPG,First Owner,265769
Audi,13483,Diesel,First Owner,448703
Kia,63847,Diesel,First Owner,485272
TATA,189142,CNG,First Owner,336577
Volkswagen,15647,Diesel,Third Owner,492633
Volkswagen,146872,LPG,Second Owner,159401
BMW,75135,LPG,First Owner,174558
Volvo,17312,CNG,Second Owner,286168
Fiat,140570,CNG,First Owner,236562
Mercedes,5789,LPG,Second Owner,212521
BMW,189174,Petrol,Second Owner,339310
Toyota,184646,CNG,Forth & Above Owner,446428
Volvo,125542,Petrol,Forth & Above Owner,281379
Jeep,44044,CNG,First Owner,209927
Volvo,33684,Diesel,Third Owner,366660
Volkswagen,36188,CNG,Second Owner,128786
Toyota,102414,Petrol,First Owner,173486
Toyota,192602,LPG,First Owner,266015
Audi,81821,Petrol,Forth & Above Owner,209830
Hyundai,8497,CNG,First Owner,251647
BMW,21689,LPG,First Owner,163820
BMW,145911,CNG,Forth & Above Owner,462141
Kia,171737,Diesel,First Owner,463028
Jeep,160799,LPG,Second Owner,188865
Mercedes,65835,Diesel,Second Owner,284812
Mahindra,15335,CNG,First Owner,161463
Toyota,161035,LPG,Second Owner,159159
Kia,127129,LPG,First Owner,343555
Volvo,92531,Petrol,First Owner,176771
Hyundai,160422,CNG,Third Owner,253242
Toyota,79927,LPG,Second Owner,349343
Skoda,52764,Diesel,Forth & Above Owner,403598
Skoda,9573,Diesel,First Owner,479339
Toyota,191889,LPG,Second Owner,409888
Audi,95461,Petrol,Forth & Above Owner,186313
Jaguar,113135,LPG,Forth & Above Owner,331301
Jeep,92805,LPG,Forth & Above Owner,455394
Mercedes,188950,LPG,Second Owner,472307
Audi,195664,Diesel,First Owner,288806
BMW,152599,Diesel,Third Owner,310761
Mercedes,176762,Petrol,Third Owner,131340
Jeep,31225,Petrol,Third Owner,299268
BMW,155183,CNG,Forth & Above Owner,344918
Jaguar,38065,Petrol,Third Owner,345084
Skoda,177641,CNG,Forth & Above Owner,151920
Jaguar,10981,Petrol,First Owner,360119
Mahindra,172831,Diesel,Forth & Above Owner,109558
Jaguar,188456,Petrol,Forth & Above Owner,258925
Fiat,87365,CNG,Second Owner,424231
Skoda,14546,LPG,Second Owner,179904
BMW,139271,LPG,First Owner,303408
Jaguar,11532,LPG,Third Owner,463965
TATA,78354,Diesel,Forth & Above Owner,279177
Honda,17963,Diesel,Second Owner,489848
Jeep,184651,LPG,Second Owner,427824
Kia,24601,CNG,Second Owner,229567
TATA,62440,CNG,First Owner,295486
Mercedes,129617,CNG,Forth & Above Owner,185209
BMW,12831,LPG,Second Owner,311898
Mahindra,33162,CNG,Second Owner,120332
Hyundai,61093,LPG,Third Owner,286197
Kia,113924,Diesel,Forth & Above Owner,195075
Kia,111124,Diesel,Third Owner,112950
Toyota,147014,Petrol,Forth & Above Owner,358172
Jaguar,16997,CNG,Forth & Above Owner,206253
Kia,44912,Diesel,Third Owner,193176
Mahindra,82404,LPG,Third Owner,338972
Audi,10537,Petrol,Forth & Above Owner,399150
Mahindra,108209,CNG,Second Owner,213860
Mahindra,33430,Petrol,Forth & Above Owner,446984
Hyundai,187349,Diesel,Forth & Above Owner,117389
Jaguar,177350,Diesel,Second Owner,195783
Toyota,130358,Diesel,Forth & Above Owner,376204
Honda,176006,CNG,Forth & Above Owner,257746
Kia,139692,CNG,Third Owner,215593
Skoda,67070,Diesel,Second Owner,153218
TATA,112583,LPG,Forth & Above Owner,217624
Jeep,79960,CNG,Second Owner,401266
Hyundai,183047,Diesel,Second Owner,318298
Skoda,74066,Diesel,Forth & Above Owner,372045
Jaguar,43154,Petrol,Third Owner,148616
Fiat,13741,Petrol,Third Owner,286446
Jeep,132514,CNG,Second Owner,396928
Jaguar,15964,Petrol,Second Owner,267917
Mahindra,169535,LPG,Second Owner,412344
Jeep,182475,CNG,Third Owner,285126
Mercedes,162006,LPG,First Owner,292961
Skoda,191617,Diesel,Forth & Above Owner,204664
Fiat,104816,Diesel,Third Owner,435505
Audi,116818,Petrol,First Owner,369004
Fiat,122333,Diesel,First Owner,496574
Jaguar,31580,CNG,Third Owner,363554
Skoda,87406,Petrol,Third Owner,266780
TATA,75595,CNG,Forth & Above Owner,128758
TATA,95797,LPG,Third Owner,350426
TATA,18969,CNG,Forth & Above Owner,493559
Honda,5324,LPG,Third Owner,178173
Honda,126655,Petrol,First Owner,199441
Volvo,25462,Petrol,Second Owner,304311
Honda,139353,LPG,Second Owner,388992
Honda,179129,Petrol,First Owner,120570
Fiat,63459,CNG,Second Owner,440417
Skoda,116315,Diesel,Forth & Above Owner,363901
Hyundai,146197,Petrol,First Owner,121553
Volkswagen,125892,LPG,First Owner,442868
Toyota,103229,CNG,First Owner,121042
Kia,74490,CNG,First Owner,248580
BMW,109362,LPG,Forth & Above Owner,201864
Fiat,18596,LPG,Third Owner,263419
Jeep,199122,LPG,First Owner,266051
Skoda,161735,Petrol,Second Owner,196115
Audi,62282,Diesel,Second Owner,477291
Jeep,51039,LPG,Second Owner,467048
Audi,128153,Petrol,Forth & Above Owner,304697
Skoda,94129,LPG,Third Owner,282253
Mercedes,67686,LPG,Forth & Above Owner,210384
Mahindra,182930,Diesel,Forth & Above Owner,431665
Jaguar,46827,Diesel,Second Owner,108354
Volvo,126039,LPG,Second Owner,182268
Mahindra,138604,Petrol,First Owner,186024
BMW,31185,Diesel,Third Owner,181249
Kia,154708,Diesel,First Owner,441636
Audi,170975,CNG,Forth & Above Owner,423053
Jaguar,167615,CNG,Forth & Above Owner,313312
Jaguar,87307,Petrol,Forth & Above Owner,428709
Jaguar,197602,CNG,Third Owner,262322
BMW,97960,Petrol,Third Owner,444843
Hyundai,37004,LPG,Second Owner,258606
Jeep,52920,Petrol,Second Owner,148741
Skoda,158442,Diesel,Forth & Above Owner,478502
Skoda,85199,LPG,Second Owner,484105
Skoda,62671,Diesel,First Owner,267739
BMW,158968,Petrol,Forth & Above Owner,281547
Hyundai,15812,CNG,Second Owner,128077
Audi,66103,LPG,First Owner,381318
Skoda,124478,LPG,First Owner,254914
Hyundai,110991,CNG,Forth & Above Owner,405467
Toyota,6074,Diesel,Third Owner,235446
Mercedes,190191,Petrol,First Owner,312005
Skoda,189645,LPG,Forth & Above Owner,439287
Mercedes,109436,Diesel,Second Owner,343851
Honda,199117,LPG,First Owner,134293
Toyota,113567,CNG,Forth & Above Owner,456210
Fiat,154626,CNG,Third Owner,257726
Toyota,190954,Petrol,Third Owner,409998
Toyota,25533,Petrol,Third Owner,223650
Fiat,189563,CNG,First Owner,448572
Honda,38092,CNG,Second Owner,357716
TATA,46422,LPG,Second Owner,351679
Jeep,13866,Diesel,First Owner,218164
Fiat,30773,CNG,Third Owner,167780
Mahindra,181687,Diesel,Second Owner,307498
Hyundai,176134,LPG,Second Owner,117259
Honda,147443,Diesel,Second Owner,278638
BMW,198565,CNG,First Owner,146186
Hyundai,61267,CNG,Third Owner,418402
Mahindra,185931,LPG,Second Owner,461219
Audi,139184,Diesel,Forth & Above Owner,488489
Volkswagen,9759,Petrol,First Owner,344149
Mercedes,44543,Diesel,Forth & Above Owner,293350
TATA,134097,Petrol,Second Owner,253385
Jaguar,130974,CNG,Second Owner,339530
Kia,163386,Petrol,Second Owner,496707
Toyota,64835,LPG,Forth & Above Owner,323612
Jaguar,82688,CNG,Forth & Above Owner,397914
Toyota,147530,Diesel,First Owner,238279
BMW,192334,Diesel,Third Owner,270700
